,MARGINALPDBC_1,MARGINALPDBC_2,MARGINALPDBCPT_1,MARGINALPDBCPT_2,Demanda no servida sobre marginal_ES,Total Compras_ES,Total Ventas_ES,Total Contratos Bilaterales_ES,Demanda no servida sobre marginal_PT,Total Compras_PT,Total Ventas_PT,Total Contratos Bilaterales_PT,Demanda no servida sobre marginal_MI,Total Compras_MI,Total Ventas_MI,Total Contratos Bilaterales_MI
2018-07-14 06:00:00,61.15,61.15,61.15,61.15,,"16.440,7","14.247,3",,,"4.461,0","4.354,4",,,"20.901,7","18.601,7",
2018-07-14 07:00:00,61.18,61.18,61.18,61.18,,"16.816,7","14.146,5",,,"4.368,6","4.738,8",,,"21.185,3","18.885,3",
2018-07-14 08:00:00,62.14,62.14,62.14,62.14,,"18.166,4","14.863,1",,,"4.615,9","5.119,2",,,"22.782,3","19.982,3",
2018-07-14 09:00:00,62.76,62.76,62.76,62.76,,"20.211,3","16.723,9",,,"5.052,0","5.739,4",,,"25.263,3","22.463,3",
2018-07-14 10:00:00,63.69,63.69,63.69,63.69,,"21.684,7","17.912,8",,,"5.360,5","6.332,4",,,"27.045,2","24.245,2",
2018-07-14 11:00:00,63.81,63.81,63.81,63.81,,"22.580,5","18.640,7",,,"5.536,2","6.676,0",,,"28.116,7","25.316,7",
2018-07-14 12:00:00,63.81,63.81,63.81,63.81,,"23.265,7","19.293,7",,,"5.658,5","6.830,5",,,"28.924,2","26.124,2",
2018-07-14 13:00:00,63.04,63.04,63.04,63.04,,"23.814,4","20.035,8",,,"5.674,1","6.652,7",,,"29.488,5","26.688,5",
2018-07-14 14:00:00,62.7,62.7,62.7,62.7,,"24.058,3","20.477,5",,,"5.573,3","6.354,1",,,"29.631,6","26.831,6",
2018-07-14 15:00:00,61.81,61.81,61.81,61.81,,"23.482,0","20.205,2",,,"5.505,2","5.982,0",,,"28.987,2","26.187,2",
2018-07-14 16:00:00,60.01,60.01,60.01,60.01,,"23.054,2","20.116,7",,,"5.447,8","5.585,3",,,"28.502,0","25.702,0",
2018-07-14 17:00:00,59.0,59.0,59.0,59.0,,"22.956,7","19.967,4",,,"5.342,8","5.532,1",,,"28.299,5","25.499,5",
2018-07-14 18:00:00,58.43,58.43,58.43,58.43,,"22.458,4","19.502,9",,,"5.339,9","5.495,4",,,"27.798,3","24.998,3",
2018-07-14 19:00:00,59.96,59.96,59.96,59.96,,"22.130,1","19.108,3",,,"5.389,5","5.611,3",,,"27.519,6","24.719,6",
2018-07-14 20:00:00,62.14,62.14,62.14,62.14,,"21.834,5","18.488,6",,,"5.500,4","6.046,3",,,"27.334,9","24.534,9",
2018-07-14 21:00:00,63.13,63.13,63.13,63.13,,"21.585,2","17.741,5",,,"5.554,5","6.598,2",,,"27.139,7","24.339,7",
2018-07-14 22:00:00,63.86,63.86,63.86,63.86,,"21.145,3","17.135,1",,,"5.681,2","6.891,4",,,"26.826,5","24.026,5",
2018-07-14 23:00:00,63.23,63.23,63.23,63.23,,"19.989,2","16.852,1",,,"5.505,3","6.342,4",,,"25.494,5","23.194,5",
2018-07-15 00:00:00,63.69,63.69,63.69,63.69,,"17.793,8","15.497,3",,,"5.142,0","5.138,5",,,"22.935,8","20.635,8",
2018-07-15 01:00:00,62.21,62.21,62.21,62.21,,"16.382,4","14.966,3",,,"4.829,1","3.945,2",,,"21.211,5","18.911,5",
2018-07-15 02:00:00,61.15,61.15,61.15,61.15,,"15.513,9","14.234,4",,,"4.587,8","3.567,3",,,"20.101,7","17.801,7",
2018-07-15 03:00:00,60.95,60.95,60.95,60.95,,"14.972,9","13.568,9",,,"4.437,3","3.541,3",,,"19.410,2","17.110,2",
2018-07-15 04:00:00,58.0,58.0,58.0,58.0,,"14.709,8","13.228,1",,,"4.314,2","3.495,9",,,"19.024,0","16.724,0",
2018-07-15 05:00:00,58.43,58.43,58.43,58.43,,"14.504,4","12.976,9",,,"4.229,9","3.457,4",,,"18.734,3","16.434,3",
2018-07-15 06:00:00,58.07,58.07,58.07,58.07,,"14.144,9","12.523,1",,,"4.159,2","3.481,0",,,"18.304,1","16.004,1",
2018-07-15 07:00:00,57.75,57.75,57.75,57.75,,"14.244,9","12.214,3",,,"4.017,9","3.748,5",,,"18.262,8","15.962,8",
2018-07-15 08:00:00,61.0,61.0,61.0,61.0,,"14.974,1","12.972,4",,,"4.157,1","3.858,8",,,"19.131,2","16.831,2",
2018-07-15 09:00:00,62.16,62.16,62.16,62.16,,"16.738,6","14.620,3",,,"4.392,2","4.210,5",,,"21.130,8","18.830,8",
2018-07-15 10:00:00,62.45,62.45,62.45,62.45,,"18.308,8","16.221,2",,,"4.685,0","4.472,6",,,"22.993,8","20.693,8",
2018-07-15 11:00:00,63.04,63.04,63.04,63.04,,"19.350,0","17.082,9",,,"4.954,4","4.921,5",,,"24.304,4","22.004,4",
2018-07-15 12:00:00,63.01,63.01,63.01,63.01,,"19.950,0","17.847,8",,,"5.150,8","4.953,0",,,"25.100,8","22.800,8",
2018-07-15 13:00:00,63.0,63.0,63.0,63.0,,"20.658,3","18.610,9",,,"5.231,9","4.979,3",,,"25.890,2","23.590,2",
2018-07-15 14:00:00,62.14,62.14,62.14,62.14,,"20.998,9","19.065,2",,,"5.137,7","4.771,4",,,"26.136,6","23.836,6",
2018-07-15 15:00:00,58.0,58.0,58.0,58.0,,"21.128,8","19.126,3",,,"5.003,7","4.706,2",,,"26.132,5","23.832,5",
2018-07-15 16:00:00,54.83,54.83,54.83,54.83,,"20.943,3","18.934,0",,,"4.917,3","4.626,6",,,"25.860,6","23.560,6",
2018-07-15 17:00:00,52.0,52.0,52.0,52.0,,"20.797,2","19.042,1",,,"4.824,1","4.279,2",,,"25.621,3","23.321,3",
2018-07-15 18:00:00,51.72,51.72,51.72,51.72,,"20.629,5","18.966,4",,,"5.135,3","4.201,7",,,"25.764,8","23.168,1",
2018-07-15 19:00:00,54.25,54.25,54.25,54.25,,"20.487,6","18.997,8",,,"4.934,8","4.756,4",,,"25.422,4","23.754,2",
2018-07-15 20:00:00,56.05,56.05,56.05,56.05,,"20.212,1","18.410,6",,,"5.179,2","5.046,6",,,"25.391,3","23.457,2",
2018-07-15 21:00:00,59.01,59.01,59.01,59.01,,"20.446,4","18.245,8",,,"5.372,3","5.272,9",,,"25.818,7","23.518,7",
2018-07-15 22:00:00,62.86,62.86,62.86,62.86,,"21.123,4","18.895,8",,,"5.613,5","5.541,1",,,"26.736,9","24.436,9",
2018-07-15 23:00:00,59.01,59.01,59.01,59.01,,"20.213,4","18.192,8",,,"5.492,4","5.213,0",,,"25.705,8","23.405,8",
2018-07-16 00:00:00,60.0,60.0,60.0,60.0,,"18.357,3","16.730,3",,,"5.195,7","4.522,7",,,"23.553,0","21.253,0",
2018-07-16 01:00:00,52.84,52.84,52.84,52.84,,"17.623,0","16.190,4",,,"4.933,7","4.066,3",,,"22.556,7","20.256,7",
2018-07-16 02:00:00,50.35,50.35,50.35,50.35,,"16.756,9","16.188,8",,,"5.173,9","3.442,0",,,"21.930,8","19.630,8",
2018-07-16 03:00:00,50.0,50.0,50.0,50.0,,"16.322,8","16.102,1",,,"5.334,6","3.255,3",,,"21.657,4","19.357,4",
2018-07-16 04:00:00,49.83,49.83,49.83,49.83,,"16.219,3","16.160,2",,,"5.517,1","3.276,2",,,"21.736,4","19.436,4",
2018-07-16 05:00:00,50.0,50.0,50.0,50.0,,"16.586,8","16.096,0",,,"5.210,9","3.401,7",,,"21.797,7","19.497,7",
2018-07-16 06:00:00,53.05,53.05,53.05,53.05,,"18.005,5","15.708,8",,,"4.462,0","4.465,3",,,"22.467,5","20.174,1",
2018-07-16 07:00:00,58.09,58.09,58.09,58.09,,"19.538,1","16.415,5",,,"4.590,1","5.263,1",,,"24.128,2","21.678,6",
2018-07-16 08:00:00,62.16,62.16,62.16,62.16,,"21.569,6","17.841,9",,,"5.149,8","6.077,5",,,"26.719,4","23.919,4",
2018-07-16 09:00:00,62.75,62.75,62.75,62.75,,"23.155,3","19.597,9",,,"5.832,4","6.589,8",,,"28.987,7","26.187,7",
2018-07-16 10:00:00,62.86,62.86,62.86,62.86,,"24.485,8","21.153,5",,,"6.295,8","6.828,1",,,"30.781,6","27.981,6",
2018-07-16 11:00:00,63.0,63.0,63.0,63.0,,"25.331,1","21.918,4",,,"6.439,2","7.051,9",,,"31.770,3","28.970,3",
2018-07-16 12:00:00,63.6,63.6,63.6,63.6,,"26.121,1","22.520,6",,,"6.587,8","7.388,3",,,"32.708,9","29.908,9",
2018-07-16 13:00:00,63.9,63.9,63.9,63.9,,"26.858,9","22.706,8",,,"6.448,8","7.800,9",,,"33.307,7","30.507,7",
2018-07-16 14:00:00,63.78,63.78,63.78,63.78,,"26.689,6","22.550,3",,,"6.464,8","7.804,1",,,"33.154,4","30.354,4",
2018-07-16 15:00:00,63.31,63.31,63.31,63.31,,"26.350,2","22.236,2",,,"6.539,0","7.853,0",,,"32.889,2","30.089,2",
2018-07-16 16:00:00,64.0,64.0,64.0,64.0,,"26.468,2","21.922,0",,,"6.556,5","8.302,7",,,"33.024,7","30.224,7",
2018-07-16 17:00:00,64.39,64.39,64.39,64.39,,"26.350,0","21.618,5",,,"6.523,9","8.455,4",,,"32.873,9","30.073,9",
2018-07-16 18:00:00,64.0,64.0,64.0,64.0,,"25.507,6","20.776,7",,,"6.334,6","8.265,5",,,"31.842,2","29.042,2",
2018-07-16 19:00:00,64.0,64.0,64.0,64.0,,"24.848,9","19.842,7",,,"6.182,5","8.388,7",,,"31.031,4","28.231,4",
2018-07-16 20:00:00,64.5,64.5,64.5,64.5,,"24.497,5","19.164,0",,,"6.208,3","8.741,8",,,"30.705,8","27.905,8",
2018-07-16 21:00:00,65.22,66.3,65.22,66.3,,"24.234,0","18.534,0",,,"6.153,5","9.053,5",,,"30.387,5","27.587,5",
2018-07-16 22:00:00,65.69,66.3,65.69,66.3,,"23.465,4","17.765,4",,,"6.253,7","9.153,7",,,"29.719,1","26.919,1",
2018-07-16 23:00:00,64.56,64.56,64.56,64.56,,"21.547,5","16.743,9",,,"5.973,9","8.477,5",,,"27.521,4","25.221,4",
2018-07-17 00:00:00,63.03,63.03,63.03,63.03,,"20.832,0","17.824,4",,,"5.727,3","6.434,9",,,"26.559,3","24.259,3",
2018-07-17 01:00:00,61.15,61.15,61.15,61.15,,"19.275,2","16.911,9",,,"5.311,5","5.374,8",,,"24.586,7","22.286,7",
2018-07-17 02:00:00,57.46,57.46,57.46,57.46,,"18.428,8","16.205,1",,,"5.045,8","4.969,5",,,"23.474,6","21.174,6",
2018-07-17 03:00:00,56.85,56.85,56.85,56.85,,"17.659,2","15.405,6",,,"4.915,2","4.868,8",,,"22.574,4","20.274,4",
2018-07-17 04:00:00,56.0,56.0,56.0,56.0,,"17.389,4","15.157,7",,,"4.836,4","4.768,1",,,"22.225,8","19.925,8",
2018-07-17 05:00:00,56.85,56.85,56.85,56.85,,"17.639,2","15.329,0",,,"4.741,9","4.752,1",,,"22.381,1","20.081,1",
2018-07-17 06:00:00,61.15,61.15,61.15,61.15,,"18.532,7","15.927,0",,,"4.700,7","5.006,4",,,"23.233,4","20.933,4",
2018-07-17 07:00:00,62.86,62.86,62.86,62.86,,"20.536,4","16.561,7",,,"4.791,2","5.965,9",,,"25.327,6","22.527,6",
2018-07-17 08:00:00,64.59,64.59,64.59,64.59,,"22.502,1","17.832,4",,,"5.358,8","7.228,5",,,"27.860,9","25.060,9",
2018-07-17 09:00:00,65.36,65.36,65.36,65.36,,"23.980,4","19.505,8",,,"6.122,5","7.797,1",,,"30.102,9","27.302,9",
2018-07-17 10:00:00,65.69,65.69,65.69,65.69,,"25.220,3","20.584,2",,,"6.523,5","8.359,6",,,"31.743,8","28.943,8",
2018-07-17 11:00:00,65.69,65.69,65.69,65.69,,"25.895,0","21.682,6",,,"6.677,5","8.089,9",,,"32.572,5","29.772,5",
2018-07-17 12:00:00,66.76,66.76,66.76,66.76,,"26.858,0","22.012,1",,,"6.823,0","8.868,9",,,"33.681,0","30.881,0",
2018-07-17 13:00:00,66.94,66.94,66.94,66.94,,"27.395,6","22.402,7",,,"6.727,2","8.920,1",,,"34.122,8","31.322,8",
2018-07-17 14:00:00,66.01,66.01,66.01,66.01,,"27.343,1","22.716,9",,,"6.709,5","8.535,7",,,"34.052,6","31.252,6",
2018-07-17 15:00:00,65.67,65.67,65.67,65.67,,"27.089,7","23.150,0",,,"6.869,6","8.009,3",,,"33.959,3","31.159,3",
2018-07-17 16:00:00,65.36,65.36,65.36,65.36,,"26.997,7","22.996,5",,,"6.580,7","7.781,9",,,"33.578,4","30.778,4",
2018-07-17 17:00:00,65.0,65.0,65.0,65.0,,"26.885,7","22.946,3",,,"6.564,1","7.703,5",,,"33.449,8","30.649,8",
2018-07-17 18:00:00,64.46,64.46,64.46,64.46,,"26.377,3","22.566,9",,,"6.396,5","7.406,9",,,"32.773,8","29.973,8",
2018-07-17 19:00:00,63.9,63.9,63.9,63.9,,"25.642,1","21.724,8",,,"6.235,0","7.352,3",,,"31.877,1","29.077,1",
2018-07-17 20:00:00,64.02,64.02,64.02,64.02,,"25.457,3","21.468,7",,,"6.286,2","7.474,8",,,"31.743,5","28.943,5",
2018-07-17 21:00:00,64.46,64.46,64.46,64.46,,"25.213,4","21.258,4",,,"6.217,3","7.372,3",,,"31.430,7","28.630,7",
2018-07-17 22:00:00,63.97,63.97,63.97,63.97,,"24.481,8","20.696,0",,,"6.286,7","7.272,5",,,"30.768,5","27.968,5",
2018-07-17 23:00:00,60.57,60.57,60.57,60.57,,"22.541,0","19.918,6",,,"6.014,8","6.337,2",,,"28.555,8","26.255,8",
2018-07-18 00:00:00,60.62,60.62,60.62,60.62,,"21.462,5","19.030,4",,,"5.739,0","5.871,1",,,"27.201,5","24.901,5",
2018-07-18 01:00:00,56.85,56.85,56.85,56.85,,"20.180,4","17.951,1",,,"5.330,0","5.259,3",,,"25.510,4","23.210,4",
2018-07-18 02:00:00,55.0,55.0,55.0,55.0,,"18.986,4","16.859,9",,,"5.036,4","4.862,9",,,"24.022,8","21.722,8",
2018-07-18 03:00:00,54.65,54.65,54.65,54.65,,"18.311,5","16.174,5",,,"4.869,9","4.706,9",,,"23.181,4","20.881,4",
2018-07-18 04:00:00,54.65,54.65,54.65,54.65,,"17.980,2","15.802,9",,,"4.778,0","4.655,3",,,"22.758,2","20.458,2",
2018-07-18 05:00:00,55.53,55.53,55.53,55.53,,"18.158,7","15.797,7",,,"4.691,7","4.752,7",,,"22.850,4","20.550,4",
2018-07-18 06:00:00,61.15,61.15,61.15,61.15,,"19.252,0","16.542,3",,,"4.670,6","5.080,3",,,"23.922,6","21.622,6",
2018-07-18 07:00:00,64.0,64.0,64.0,64.0,,"21.377,9","17.209,3",,,"4.745,7","6.114,3",,,"26.123,6","23.323,6",
2018-07-18 08:00:00,65.52,65.52,65.52,65.52,,"23.499,9","18.527,8",,,"5.154,6","7.326,7",,,"28.654,5","25.854,5",
2018-07-18 09:00:00,66.69,66.69,66.69,66.69,,"25.244,4","20.003,3",,,"5.904,1","8.345,2",,,"31.148,5","28.348,5",
2018-07-18 10:00:00,66.69,66.69,66.69,66.69,,"26.251,3","21.552,5",,,"6.331,0","8.229,8",,,"32.582,3","29.782,3",
2018-07-18 11:00:00,66.69,66.69,66.69,66.69,,"26.993,9","22.477,3",,,"6.496,1","8.212,7",,,"33.490,0","30.690,0",
2018-07-18 12:00:00,66.69,66.69,66.69,66.69,,"27.932,0","23.293,9",,,"6.689,2","8.527,3",,,"34.621,2","31.821,2",
2018-07-18 13:00:00,66.76,66.76,66.76,66.76,,"28.624,0","23.621,5",,,"6.624,3","8.826,8",,,"35.248,3","32.448,3",
2018-07-18 14:00:00,66.07,66.07,66.07,66.07,,"28.325,7","24.076,6",,,"6.527,9","7.977,0",,,"34.853,6","32.053,6",
2018-07-18 15:00:00,65.61,65.61,65.61,65.61,,"28.164,2","24.268,7",,,"6.682,4","7.777,9",,,"34.846,6","32.046,6",
2018-07-18 16:00:00,65.61,65.61,65.61,65.61,,"28.056,5","24.133,4",,,"6.665,9","7.789,0",,,"34.722,4","31.922,4",
2018-07-18 17:00:00,65.67,65.67,65.67,65.67,,"27.905,9","23.793,7",,,"6.584,8","7.897,0",,,"34.490,7","31.690,7",
2018-07-18 18:00:00,65.2,65.2,65.2,65.2,,"27.042,8","22.857,0",,,"6.332,0","7.717,8",,,"33.374,8","30.574,8",
2018-07-18 19:00:00,64.69,64.69,64.69,64.69,,"26.243,4","21.923,7",,,"6.202,8","7.722,5",,,"32.446,2","29.646,2",
2018-07-18 20:00:00,65.32,65.32,65.32,65.32,,"25.502,2","21.035,3",,,"6.190,6","7.857,5",,,"31.692,8","28.892,8",
2018-07-18 21:00:00,66.1,66.1,66.1,66.1,,"25.052,6","20.244,8",,,"6.111,9","8.119,7",,,"31.164,5","28.364,5",
2018-07-18 22:00:00,65.69,65.69,65.69,65.69,,"24.282,2","19.679,3",,,"6.152,5","7.955,4",,,"30.434,7","27.634,7",
2018-07-18 23:00:00,65.36,65.36,65.36,65.36,,"22.816,3","18.908,9",,,"5.875,7","7.483,1",,,"28.692,0","26.392,0",
2018-07-19 00:00:00,64.46,64.46,64.46,64.46,,"21.671,2","18.760,6",,,"5.667,6","6.278,2",,,"27.338,8","25.038,8",
2018-07-19 01:00:00,63.18,63.18,63.18,63.18,,"19.712,3","17.422,8",,,"5.236,7","5.226,2",,,"24.949,0","22.649,0",
2018-07-19 02:00:00,62.0,62.0,62.0,62.0,,"18.687,0","16.460,9",,,"4.952,3","4.878,4",,,"23.639,3","21.339,3",
2018-07-19 03:00:00,59.4,59.4,59.4,59.4,,"18.179,2","15.906,2",,,"4.782,0","4.755,0",,,"22.961,2","20.661,2",
2018-07-19 04:00:00,59.4,59.4,59.4,59.4,,"17.852,9","15.530,0",,,"4.706,6","4.729,5",,,"22.559,5","20.259,5",
2018-07-19 05:00:00,61.15,61.15,61.15,61.15,,"17.946,2","15.558,0",,,"4.616,0","4.704,2",,,"22.562,2","20.262,2",
2018-07-19 06:00:00,63.9,63.9,63.9,63.9,,"19.272,9","16.449,4",,,"4.624,0","5.147,5",,,"23.896,9","21.596,9",
2018-07-19 07:00:00,64.46,64.46,64.46,64.46,,"21.226,4","17.410,2",,,"4.703,1","5.719,3",,,"25.929,5","23.129,5",
2018-07-19 08:00:00,65.9,65.9,65.9,65.9,,"23.216,6","18.601,2",,,"5.217,9","7.033,3",,,"28.434,5","25.634,5",
2018-07-19 09:00:00,67.02,67.02,67.02,67.02,,"25.054,9","20.310,3",,,"6.073,2","8.017,8",,,"31.128,1","28.328,1",
2018-07-19 10:00:00,66.89,66.89,66.89,66.89,,"25.703,5","21.348,9",,,"6.492,5","8.047,1",,,"32.196,0","29.396,0",
2018-07-19 11:00:00,66.69,66.69,66.69,66.69,,"26.200,1","22.231,1",,,"6.696,1","7.865,1",,,"32.896,2","30.096,2",
2018-07-19 12:00:00,67.02,67.02,67.02,67.02,,"27.181,6","23.173,1",,,"6.871,1","8.079,6",,,"34.052,7","31.252,7",
2018-07-19 13:00:00,66.69,66.69,66.69,66.69,,"27.692,8","23.764,2",,,"6.783,7","7.912,3",,,"34.476,5","31.676,5",
2018-07-19 14:00:00,65.69,65.69,65.69,65.69,,"27.526,1","24.176,9",,,"6.728,2","7.277,4",,,"34.254,3","31.454,3",
2018-07-19 15:00:00,65.59,65.59,65.59,65.59,,"27.499,3","24.338,5",,,"6.896,5","7.257,3",,,"34.395,8","31.595,8",
2018-07-19 16:00:00,65.21,65.21,65.21,65.21,,"27.459,6","24.425,5",,,"6.872,4","7.106,5",,,"34.332,0","31.532,0",
2018-07-19 17:00:00,64.69,64.69,64.69,64.69,,"27.438,8","24.348,7",,,"6.813,1","7.103,2",,,"34.251,9","31.451,9",
2018-07-19 18:00:00,64.14,64.14,64.14,64.14,,"27.010,0","23.796,3",,,"6.540,5","6.954,2",,,"33.550,5","30.750,5",
2018-07-19 19:00:00,63.9,63.9,63.9,63.9,,"26.500,5","23.104,2",,,"6.404,1","7.000,4",,,"32.904,6","30.104,6",
2018-07-19 20:00:00,64.07,64.07,64.07,64.07,,"25.467,0","22.132,7",,,"6.365,8","6.900,1",,,"31.832,8","29.032,8",
2018-07-19 21:00:00,64.39,64.39,64.39,64.39,,"24.815,5","21.547,4",,,"6.311,8","6.779,9",,,"31.127,3","28.327,3",
2018-07-19 22:00:00,64.33,64.33,64.33,64.33,,"24.201,5","20.937,5",,,"6.337,5","6.801,5",,,"30.539,0","27.739,0",
2018-07-19 23:00:00,63.68,63.68,63.68,63.68,,"23.057,7","20.123,7",,,"6.046,9","6.680,9",,,"29.104,6","26.804,6",
2018-07-20 00:00:00,62.21,62.21,62.21,62.21,,"21.470,9","18.267,8",,,"5.672,6","6.575,7",,,"27.143,5","24.843,5",
2018-07-20 01:00:00,58.0,58.0,58.0,58.0,,"19.901,1","17.078,1",,,"5.260,3","5.783,3",,,"25.161,4","22.861,4",
2018-07-20 02:00:00,56.85,56.85,56.85,56.85,,"18.768,0","16.021,3",,,"4.980,0","5.426,7",,,"23.748,0","21.448,0",
2018-07-20 03:00:00,55.99,55.99,55.99,55.99,,"18.049,9","15.217,5",,,"4.810,4","5.342,8",,,"22.860,3","20.560,3",
2018-07-20 04:00:00,55.68,55.68,55.68,55.68,,"17.710,8","14.854,2",,,"4.746,3","5.302,9",,,"22.457,1","20.157,1",
2018-07-20 05:00:00,56.85,56.85,56.85,56.85,,"17.869,0","14.954,3",,,"4.719,9","5.334,6",,,"22.588,9","20.288,9",
2018-07-20 06:00:00,61.36,61.36,61.36,61.36,,"18.931,0","15.617,5",,,"4.669,1","5.682,6",,,"23.600,1","21.300,1",
2018-07-20 07:00:00,63.01,63.01,63.01,63.01,,"20.732,2","16.270,1",,,"4.767,6","6.429,7",,,"25.499,8","22.699,8",
2018-07-20 08:00:00,64.46,64.46,64.46,64.46,,"22.474,6","17.718,8",,,"5.309,3","7.265,1",,,"27.783,9","24.983,9",
2018-07-20 09:00:00,65.67,65.67,65.67,65.67,,"24.159,9","19.333,1",,,"6.120,8","8.147,6",,,"30.280,7","27.480,7",
2018-07-20 10:00:00,65.96,65.96,65.96,65.96,,"25.309,4","20.680,6",,,"6.468,8","8.297,6",,,"31.778,2","28.978,2",
2018-07-20 11:00:00,65.96,65.96,65.96,65.96,,"26.016,5","21.489,4",,,"6.625,9","8.353,0",,,"32.642,4","29.842,4",
2018-07-20 12:00:00,66.49,66.49,66.49,66.49,,"26.786,2","22.449,1",,,"6.784,4","8.321,5",,,"33.570,6","30.770,6",
2018-07-20 13:00:00,66.3,66.3,66.3,66.3,,"27.122,1","22.552,6",,,"6.615,1","8.384,6",,,"33.737,2","30.937,2",
2018-07-20 14:00:00,64.81,64.81,64.81,64.81,,"26.827,6","22.605,4",,,"6.550,1","7.972,3",,,"33.377,7","30.577,7",
2018-07-20 15:00:00,63.9,63.9,63.9,63.9,,"26.230,0","22.415,2",,,"6.802,0","7.816,8",,,"33.032,0","30.232,0",
2018-07-20 16:00:00,62.5,62.5,62.5,62.5,,"26.579,8","22.867,2",,,"6.797,9","7.710,5",,,"33.377,7","30.577,7",
2018-07-20 17:00:00,61.17,61.17,61.17,61.17,,"26.485,4","22.534,7",,,"6.694,4","7.845,1",,,"33.179,8","30.379,8",
2018-07-20 18:00:00,58.5,58.5,58.5,58.5,,"26.068,9","22.166,5",,,"6.435,1","7.927,3",,,"32.504,0","30.093,8",
2018-07-20 19:00:00,58.95,58.95,58.95,58.95,,"25.638,4","21.632,3",,,"6.278,6","8.043,1",,,"31.917,0","29.675,4",
2018-07-20 20:00:00,60.99,60.99,60.99,60.99,,"25.049,2","20.585,9",,,"6.285,5","7.948,8",,,"31.334,7","28.534,7",
2018-07-20 21:00:00,62.5,62.5,62.5,62.5,,"24.305,5","19.874,4",,,"6.199,7","7.830,8",,,"30.505,2","27.705,2",
2018-07-20 22:00:00,63.0,63.0,63.0,63.0,,"23.496,2","19.166,6",,,"6.276,5","7.806,1",,,"29.772,7","26.972,7",
2018-07-20 23:00:00,62.12,62.12,62.12,62.12,,"21.812,3","18.132,6",,,"6.003,2","7.382,9",,,"27.815,5","25.515,5",
2018-07-21 00:00:00,62.14,62.14,62.14,62.14,,"20.479,0","17.191,0",,,"5.580,2","6.668,2",,,"26.059,2","23.859,2",
2018-07-21 01:00:00,60.0,60.0,60.0,60.0,,"19.301,9","16.256,8",,,"5.145,2","5.990,3",,,"24.447,1","22.247,1",
2018-07-21 02:00:00,57.93,57.93,57.93,57.93,,"18.263,7","15.288,1",,,"4.872,2","5.647,8",,,"23.135,9","20.935,9",
2018-07-21 03:00:00,58.01,58.01,58.01,58.01,,"17.436,3","14.585,8",,,"4.682,5","5.333,0",,,"22.118,8","19.918,8",
2018-07-21 04:00:00,58.01,58.01,58.01,58.01,,"16.898,8","14.132,5",,,"4.561,7","5.128,0",,,"21.460,5","19.260,5",
2018-07-21 05:00:00,58.68,58.68,58.68,58.68,,"16.609,7","13.920,4",,,"4.498,4","4.987,7",,,"21.108,1","18.908,1",
2018-07-21 06:00:00,60.0,60.0,60.0,60.0,,"16.440,6","13.652,0",,,"4.380,0","4.968,6",,,"20.820,6","18.620,6",
2018-07-21 07:00:00,60.01,60.01,60.01,60.01,,"16.633,2","13.526,6",,,"4.283,0","5.189,6",,,"20.916,2","18.716,2",
2018-07-21 08:00:00,61.15,61.15,61.15,61.15,,"17.966,0","14.133,6",,,"4.502,9","5.585,3",,,"22.468,9","19.718,9",
2018-07-21 09:00:00,62.76,62.76,62.76,62.76,,"19.767,7","16.143,6",,,"5.000,8","5.874,9",,,"24.768,5","22.018,5",
2018-07-21 10:00:00,63.86,63.86,63.86,63.86,,"20.945,2","17.302,4",,,"5.399,8","6.292,6",,,"26.345,0","23.595,0",
2018-07-21 11:00:00,63.9,63.9,63.9,63.9,,"21.313,4","17.777,1",,,"5.654,7","6.441,0",,,"26.968,1","24.218,1",
2018-07-21 12:00:00,64.21,64.21,64.21,64.21,,"21.815,4","18.413,7",,,"5.809,8","6.461,5",,,"27.625,2","24.875,2",
2018-07-21 13:00:00,64.21,64.21,64.21,64.21,,"22.223,1","18.759,4",,,"5.821,6","6.535,3",,,"28.044,7","25.294,7",
2018-07-21 14:00:00,64.14,64.14,64.14,64.14,,"22.885,4","19.210,4",,,"5.636,3","6.561,3",,,"28.521,7","25.771,7",
2018-07-21 15:00:00,63.01,63.01,63.01,63.01,,"22.398,8","18.756,0",,,"5.496,7","6.389,5",,,"27.895,5","25.145,5",
2018-07-21 16:00:00,62.14,62.14,62.14,62.14,,"22.051,3","18.154,9",,,"5.328,3","6.474,7",,,"27.379,6","24.629,6",
2018-07-21 17:00:00,60.89,60.89,60.89,60.89,,"21.802,8","17.744,4",,,"5.248,4","6.556,8",,,"27.051,2","24.301,2",
2018-07-21 18:00:00,59.58,59.58,59.58,59.58,,"21.567,4","17.296,0",,,"5.217,6","6.739,0",,,"26.785,0","24.035,0",
2018-07-21 19:00:00,60.89,60.89,60.89,60.89,,"21.374,6","16.884,6",,,"5.266,2","7.006,2",,,"26.640,8","23.890,8",
2018-07-21 20:00:00,62.21,62.21,62.21,62.21,,"21.188,8","16.667,6",,,"5.427,6","7.198,8",,,"26.616,4","23.866,4",
2018-07-21 21:00:00,63.19,63.19,63.19,63.19,,"20.548,3","15.882,1",,,"5.487,9","7.404,1",,,"26.036,2","23.286,2",
2018-07-21 22:00:00,64.14,64.14,64.14,64.14,,"20.525,0","15.915,8",,,"5.609,1","7.468,3",,,"26.134,1","23.384,1",
2018-07-21 23:00:00,63.5,63.5,63.5,63.5,,"19.249,7","15.370,4",,,"5.365,8","7.045,1",,,"24.615,5","22.415,5",
