,MARGINALPDBC_1,MARGINALPDBC_2,MARGINALPDBCPT_1,MARGINALPDBCPT_2,Demanda no servida sobre marginal_ES,Total Compras_ES,Total Ventas_ES,Total Contratos Bilaterales_ES,Demanda no servida sobre marginal_PT,Total Compras_PT,Total Ventas_PT,Total Contratos Bilaterales_PT,Demanda no servida sobre marginal_MI,Total Compras_MI,Total Ventas_MI,Total Contratos Bilaterales_MI
2018-07-06 12:00:00,63.01,63.01,63.01,63.01,,"24.925,5","20.501,1",,,"6.624,6","7.999,0",,,"31.550,1","28.500,1",
2018-07-06 13:00:00,63.09,63.09,63.09,63.09,,"25.467,3","20.742,7",,,"6.455,5","8.130,1",,,"31.922,8","28.872,8",
2018-07-06 14:00:00,62.64,62.64,62.64,62.64,,"25.063,8","20.788,4",,,"6.509,1","7.734,5",,,"31.572,9","28.522,9",
2018-07-06 15:00:00,62.18,62.18,62.18,62.18,,"24.462,8","20.761,3",,,"6.765,6","7.417,1",,,"31.228,4","28.178,4",
2018-07-06 16:00:00,61.9,61.9,61.9,61.9,,"24.507,6","20.678,2",,,"6.747,8","7.527,2",,,"31.255,4","28.205,4",
2018-07-06 17:00:00,61.7,61.7,61.7,61.7,,"24.241,6","20.360,3",,,"6.673,1","7.504,4",,,"30.914,7","27.864,7",
2018-07-06 18:00:00,61.4,61.4,61.4,61.4,,"24.013,7","19.888,3",,,"6.470,2","7.545,6",,,"30.483,9","27.433,9",
2018-07-06 19:00:00,61.25,61.25,61.25,61.25,,"23.499,7","19.327,8",,,"6.302,9","7.424,8",,,"29.802,6","26.752,6",
2018-07-06 20:00:00,61.86,61.86,61.86,61.86,,"23.307,8","19.012,9",,,"6.288,5","7.533,4",,,"29.596,3","26.546,3",
2018-07-06 21:00:00,62.0,62.0,62.0,62.0,,"23.115,0","18.677,6",,,"6.157,4","7.544,8",,,"29.272,4","26.222,4",
2018-07-06 22:00:00,61.4,61.4,61.4,61.4,,"22.400,1","18.300,8",,,"6.187,3","7.236,6",,,"28.587,4","25.537,4",
2018-07-06 23:00:00,60.55,60.55,60.55,60.55,,"20.815,8","17.502,2",,,"5.954,6","6.968,2",,,"26.770,4","24.470,4",
2018-07-07 00:00:00,61.81,61.81,61.81,61.81,,"20.195,5","16.616,6",,,"5.605,7","6.884,6",,,"25.801,2","23.501,2",
2018-07-07 01:00:00,60.55,60.55,60.55,60.55,,"18.719,3","15.685,3",,,"5.242,8","5.976,8",,,"23.962,1","21.662,1",
2018-07-07 02:00:00,61.21,61.21,61.21,61.21,,"18.056,9","15.433,7",,,"4.967,7","5.440,9",,,"23.024,6","20.874,6",
2018-07-07 03:00:00,61.14,61.14,61.14,61.14,,"17.335,4","14.756,8",,,"4.780,1","5.208,7",,,"22.115,5","19.965,5",
2018-07-07 04:00:00,61.1,61.1,61.1,61.1,,"16.799,1","14.189,5",,,"4.658,6","5.118,2",,,"21.457,7","19.307,7",
2018-07-07 05:00:00,61.14,61.14,61.14,61.14,,"16.544,1","13.901,0",,,"4.572,3","5.065,4",,,"21.116,4","18.966,4",
2018-07-07 06:00:00,60.55,60.55,60.55,60.55,,"16.274,1","13.624,1",,,"4.429,5","4.979,5",,,"20.703,6","18.603,6",
2018-07-07 07:00:00,60.0,60.0,60.0,60.0,,"16.167,3","13.055,9",,,"4.407,8","5.419,2",,,"20.575,1","18.475,1",
2018-07-07 08:00:00,60.02,60.02,60.02,60.02,,"17.895,8","13.863,5",,,"4.633,5","5.765,8",,,"22.529,3","19.629,3",
2018-07-07 09:00:00,61.1,61.1,61.1,61.1,,"19.758,8","15.376,1",,,"5.013,4","6.496,1",,,"24.772,2","21.872,2",
2018-07-07 10:00:00,61.21,61.21,61.21,61.21,,"21.320,1","17.095,0",,,"5.364,4","6.689,5",,,"26.684,5","23.784,5",
2018-07-07 11:00:00,61.14,61.14,61.14,61.14,,"21.843,0","17.734,3",,,"5.551,7","6.810,4",,,"27.394,7","24.544,7",
2018-07-07 12:00:00,61.1,61.1,61.1,61.1,,"21.944,6","18.120,4",,,"5.725,2","6.699,4",,,"27.669,8","24.819,8",
2018-07-07 13:00:00,61.21,61.21,61.21,61.21,,"22.512,0","18.647,8",,,"5.797,7","6.811,9",,,"28.309,7","25.459,7",
2018-07-07 14:00:00,61.12,61.12,61.12,61.12,,"22.368,3","18.444,0",,,"5.703,0","6.777,3",,,"28.071,3","25.221,3",
2018-07-07 15:00:00,60.5,60.5,60.5,60.5,,"21.962,7","18.362,7",,,"5.617,9","6.367,9",,,"27.580,6","24.730,6",
2018-07-07 16:00:00,60.0,60.0,60.0,60.0,,"21.680,0","17.953,2",,,"5.587,1","6.463,9",,,"27.267,1","24.417,1",
2018-07-07 17:00:00,59.51,59.51,59.51,59.51,,"21.807,1","17.873,4",,,"5.480,0","6.563,7",,,"27.287,1","24.437,1",
2018-07-07 18:00:00,59.51,59.51,59.51,59.51,,"21.647,2","17.512,0",,,"5.360,6","6.645,8",,,"27.007,8","24.157,8",
2018-07-07 19:00:00,59.51,59.51,59.51,59.51,,"21.324,2","17.162,9",,,"5.423,4","6.734,7",,,"26.747,6","23.897,6",
2018-07-07 20:00:00,60.22,60.22,60.22,60.22,,"20.846,4","16.741,1",,,"5.497,1","6.752,4",,,"26.343,5","23.493,5",
2018-07-07 21:00:00,61.14,61.14,61.14,61.14,,"21.016,2","16.602,0",,,"5.423,7","6.987,9",,,"26.439,9","23.589,9",
2018-07-07 22:00:00,61.4,61.4,61.4,61.4,,"21.203,9","16.964,1",,,"5.581,5","6.921,3",,,"26.785,4","23.885,4",
2018-07-07 23:00:00,60.29,60.29,60.29,60.29,,"19.753,8","16.465,3",,,"5.435,7","6.424,2",,,"25.189,5","22.889,5",
2018-07-08 00:00:00,58.68,58.68,58.68,58.68,,"18.253,3","15.601,3",,,"5.136,2","5.488,2",,,"23.389,5","21.089,5",
2018-07-08 01:00:00,56.93,56.93,56.93,56.93,,"16.999,5","14.936,7",,,"4.803,4","4.716,2",,,"21.802,9","19.652,9",
2018-07-08 02:00:00,55.06,55.06,55.06,55.06,,"16.064,3","14.361,5",,,"4.551,6","4.104,4",,,"20.615,9","18.465,9",
2018-07-08 03:00:00,52.41,52.41,52.41,52.41,,"15.589,5","13.816,7",,,"4.382,3","4.005,1",,,"19.971,8","17.821,8",
2018-07-08 04:00:00,52.0,52.0,52.0,52.0,,"15.192,7","13.597,1",,,"4.259,0","3.704,6",,,"19.451,7","17.301,7",
2018-07-08 05:00:00,52.0,52.0,52.0,52.0,,"14.975,5","13.359,3",,,"4.213,6","3.679,8",,,"19.189,1","17.039,1",
2018-07-08 06:00:00,52.02,52.02,52.02,52.02,,"14.774,5","13.010,6",,,"4.159,2","3.773,1",,,"18.933,7","16.783,7",
2018-07-08 07:00:00,51.17,51.17,51.17,51.17,,"14.715,9","12.701,8",,,"4.016,8","3.880,9",,,"18.732,7","16.582,7",
2018-07-08 08:00:00,52.27,52.27,52.27,52.27,,"15.668,5","13.106,2",,,"4.152,7","4.565,0",,,"19.821,2","17.671,2",
2018-07-08 09:00:00,53.58,53.58,53.58,53.58,,"17.492,1","14.614,0",,,"4.427,5","5.155,6",,,"21.919,6","19.769,6",
2018-07-08 10:00:00,57.6,57.6,57.6,57.6,,"18.734,3","15.846,5",,,"4.765,6","5.503,4",,,"23.499,9","21.349,9",
2018-07-08 11:00:00,60.07,60.07,60.07,60.07,,"19.714,6","16.831,9",,,"5.102,6","5.885,3",,,"24.817,2","22.717,2",
2018-07-08 12:00:00,60.95,60.95,60.95,60.95,,"20.135,6","17.402,4",,,"5.343,0","5.976,2",,,"25.478,6","23.378,6",
2018-07-08 13:00:00,60.97,60.97,60.97,60.97,,"20.192,6","17.551,5",,,"5.454,3","5.945,4",,,"25.646,9","23.496,9",
2018-07-08 14:00:00,61.14,61.14,61.14,61.14,,"20.434,8","17.903,0",,,"5.319,3","5.701,1",,,"25.754,1","23.604,1",
2018-07-08 15:00:00,60.95,60.95,60.95,60.95,,"20.251,6","17.798,4",,,"5.205,5","5.508,7",,,"25.457,1","23.307,1",
2018-07-08 16:00:00,60.15,60.15,60.15,60.15,,"19.892,0","17.403,6",,,"5.100,1","5.438,5",,,"24.992,1","22.842,1",
2018-07-08 17:00:00,60.95,60.95,60.95,60.95,,"20.007,5","17.337,4",,,"5.061,4","5.581,5",,,"25.068,9","22.918,9",
2018-07-08 18:00:00,60.0,60.0,60.0,60.0,,"20.154,6","16.748,3",,,"5.038,8","5.545,1",,,"25.193,4","22.293,4",
2018-07-08 19:00:00,60.03,60.03,60.03,60.03,,"20.018,9","16.629,8",,,"5.116,8","5.605,9",,,"25.135,7","22.235,7",
2018-07-08 20:00:00,57.6,57.6,57.6,57.6,,"19.318,0","15.783,9",,,"5.305,5","5.939,6",,,"24.623,5","21.723,5",
2018-07-08 21:00:00,61.4,61.4,61.4,61.4,,"19.462,8","16.348,4",,,"5.444,8","6.259,2",,,"24.907,6","22.607,6",
2018-07-08 22:00:00,62.27,62.27,62.27,62.27,,"20.191,0","16.634,5",,,"5.649,2","6.905,7",,,"25.840,2","23.540,2",
2018-07-08 23:00:00,61.4,61.4,61.4,61.4,,"19.050,9","16.308,9",,,"5.532,8","5.974,8",,,"24.583,7","22.283,7",
2018-07-09 00:00:00,61.4,61.4,61.4,61.4,,"19.470,8","17.913,0",,,"5.253,4","5.068,5",,,"24.724,2","22.981,5",
2018-07-09 01:00:00,58.15,58.15,58.15,58.15,,"18.121,7","16.453,4",,,"4.931,6","4.449,9",,,"23.053,3","20.903,3",
2018-07-09 02:00:00,53.27,53.27,53.27,53.27,,"17.180,3","15.497,6",,,"4.685,3","4.218,0",,,"21.865,6","19.715,6",
2018-07-09 03:00:00,52.05,52.05,52.05,52.05,,"16.603,8","15.035,1",,,"4.534,4","3.953,1",,,"21.138,2","18.988,2",
2018-07-09 04:00:00,51.98,51.98,51.98,51.98,,"16.435,5","14.854,4",,,"4.462,9","3.894,0",,,"20.898,4","18.748,4",
2018-07-09 05:00:00,52.26,52.26,52.26,52.26,,"16.907,3","15.036,2",,,"4.433,1","4.154,2",,,"21.340,4","19.190,4",
2018-07-09 06:00:00,58.18,58.18,58.18,58.18,,"18.506,9","16.420,2",,,"4.456,1","4.442,8",,,"22.963,0","20.863,0",
2018-07-09 07:00:00,61.55,61.55,61.55,61.55,,"21.073,7","17.592,2",,,"4.574,6","5.306,1",,,"25.648,3","22.898,3",
2018-07-09 08:00:00,62.89,62.89,62.89,62.89,,"23.026,0","18.480,3",,,"5.130,2","6.875,9",,,"28.156,2","25.356,2",
2018-07-09 09:00:00,63.17,63.17,63.17,63.17,,"24.295,3","20.050,4",,,"6.030,7","7.475,6",,,"30.326,0","27.526,0",
2018-07-09 10:00:00,63.91,63.91,63.91,63.91,,"25.573,6","21.391,8",,,"6.523,5","7.905,3",,,"32.097,1","29.297,1",
2018-07-09 11:00:00,64.5,64.5,64.5,64.5,,"26.321,0","21.971,3",,,"6.721,1","8.320,8",,,"33.042,1","30.292,1",
2018-07-09 12:00:00,64.86,64.86,64.86,64.86,,"26.997,4","22.540,2",,,"6.892,8","8.600,0",,,"33.890,2","31.140,2",
2018-07-09 13:00:00,64.95,64.95,64.95,64.95,,"27.599,9","22.859,7",,,"6.761,7","8.751,9",,,"34.361,6","31.611,6",
2018-07-09 14:00:00,64.75,64.75,64.75,64.75,,"27.466,0","23.236,0",,,"6.751,6","8.231,6",,,"34.217,6","31.467,6",
2018-07-09 15:00:00,64.1,64.1,64.1,64.1,,"27.365,1","23.446,7",,,"6.705,5","7.873,9",,,"34.070,6","31.320,6",
2018-07-09 16:00:00,63.91,63.91,63.91,63.91,,"27.203,3","23.430,4",,,"6.656,0","7.678,9",,,"33.859,3","31.109,3",
2018-07-09 17:00:00,63.67,63.67,63.67,63.67,,"27.057,3","23.294,7",,,"6.633,2","7.645,8",,,"33.690,5","30.940,5",
2018-07-09 18:00:00,63.01,63.01,63.01,63.01,,"26.421,5","22.792,1",,,"6.440,7","7.320,1",,,"32.862,2","30.112,2",
2018-07-09 19:00:00,62.64,62.64,62.64,62.64,,"26.134,6","22.401,5",,,"6.328,2","7.311,3",,,"32.462,8","29.712,8",
2018-07-09 20:00:00,62.41,62.41,62.41,62.41,,"25.752,8","21.833,2",,,"6.384,6","7.554,2",,,"32.137,4","29.387,4",
2018-07-09 21:00:00,62.97,62.97,62.97,62.97,,"25.356,8","21.145,4",,,"6.313,0","7.774,4",,,"31.669,8","28.919,8",
2018-07-09 22:00:00,63.17,63.17,63.17,63.17,,"25.318,5","21.145,5",,,"6.397,4","7.770,4",,,"31.715,9","28.915,9",
2018-07-09 23:00:00,61.86,61.86,61.86,61.86,,"23.180,5","20.311,7",,,"6.118,2","6.987,0",,,"29.298,7","27.298,7",
2018-07-10 00:00:00,61.14,61.14,61.14,61.14,,"21.930,1","19.973,0",,,"5.808,8","5.765,9",,,"27.738,9","25.738,9",
2018-07-10 01:00:00,56.9,56.9,56.9,56.9,,"20.475,6","18.470,5",,,"5.358,9","5.364,0",,,"25.834,5","23.834,5",
2018-07-10 02:00:00,54.18,54.18,54.18,54.18,,"19.452,7","17.446,4",,,"5.084,9","5.091,2",,,"24.537,6","22.537,6",
2018-07-10 03:00:00,52.74,52.74,52.74,52.74,,"18.865,9","16.620,5",,,"4.903,7","5.149,1",,,"23.769,6","21.769,6",
2018-07-10 04:00:00,52.3,52.3,52.3,52.3,,"18.566,8","16.293,3",,,"4.794,4","5.067,9",,,"23.361,2","21.361,2",
2018-07-10 05:00:00,53.26,53.26,53.26,53.26,,"18.650,6","16.267,7",,,"4.764,5","5.147,4",,,"23.415,1","21.415,1",
2018-07-10 06:00:00,57.93,57.93,57.93,57.93,,"19.908,9","17.244,4",,,"4.660,0","5.374,5",,,"24.568,9","22.618,9",
2018-07-10 07:00:00,60.69,60.69,60.69,60.69,,"21.910,8","17.774,2",,,"4.610,7","5.997,3",,,"26.521,5","23.771,5",
2018-07-10 08:00:00,62.0,62.0,62.0,62.0,,"23.864,9","19.202,1",,,"5.153,6","7.016,4",,,"29.018,5","26.218,5",
2018-07-10 09:00:00,63.17,63.17,63.17,63.17,,"25.316,8","20.767,0",,,"5.902,3","7.652,1",,,"31.219,1","28.419,1",
2018-07-10 10:00:00,63.17,63.17,63.17,63.17,,"26.255,9","22.236,1",,,"6.376,2","7.596,0",,,"32.632,1","29.832,1",
2018-07-10 11:00:00,63.57,63.57,63.57,63.57,,"26.956,5","22.970,0",,,"6.448,7","7.685,2",,,"33.405,2","30.655,2",
2018-07-10 12:00:00,64.09,64.09,64.09,64.09,,"27.789,4","23.530,7",,,"6.604,6","8.113,3",,,"34.394,0","31.644,0",
2018-07-10 13:00:00,64.71,64.71,64.71,64.71,,"28.264,5","23.858,2",,,"6.493,4","8.149,7",,,"34.757,9","32.007,9",
2018-07-10 14:00:00,64.02,64.02,64.02,64.02,,"28.176,4","24.270,6",,,"6.495,4","7.651,2",,,"34.671,8","31.921,8",
2018-07-10 15:00:00,63.8,63.8,63.8,63.8,,"27.572,5","24.141,4",,,"6.675,2","7.356,3",,,"34.247,7","31.497,7",
2018-07-10 16:00:00,63.53,63.53,63.53,63.53,,"27.580,4","24.391,9",,,"6.721,5","7.160,0",,,"34.301,9","31.551,9",
2018-07-10 17:00:00,63.17,63.17,63.17,63.17,,"27.424,3","24.091,1",,,"6.666,2","7.249,4",,,"34.090,5","31.340,5",
2018-07-10 18:00:00,62.24,62.24,62.24,62.24,,"26.933,3","23.600,6",,,"6.483,6","7.066,3",,,"33.416,9","30.666,9",
2018-07-10 19:00:00,61.76,61.76,61.76,61.76,,"26.437,9","23.187,6",,,"6.263,8","6.764,1",,,"32.701,7","29.951,7",
2018-07-10 20:00:00,61.89,61.89,61.89,61.89,,"26.175,6","22.671,4",,,"6.279,7","7.033,9",,,"32.455,3","29.705,3",
2018-07-10 21:00:00,62.64,62.64,62.64,62.64,,"25.845,5","22.020,2",,,"6.230,0","7.305,3",,,"32.075,5","29.325,5",
2018-07-10 22:00:00,62.49,62.49,62.49,62.49,,"25.675,0","22.014,5",,,"6.289,9","7.150,4",,,"31.964,9","29.164,9",
2018-07-10 23:00:00,61.14,61.14,61.14,61.14,,"23.650,7","21.203,7",,,"6.051,2","6.498,2",,,"29.701,9","27.701,9",
2018-07-11 00:00:00,61.0,61.0,61.0,61.0,,"22.033,0","20.199,4",,,"5.648,5","5.482,1",,,"27.681,5","25.681,5",
2018-07-11 01:00:00,54.44,54.44,54.44,54.44,,"20.547,3","18.932,8",,,"5.263,5","4.878,0",,,"25.810,8","23.810,8",
2018-07-11 02:00:00,52.31,52.31,52.31,52.31,,"19.486,3","18.091,2",,,"5.018,7","4.413,8",,,"24.505,0","22.505,0",
2018-07-11 03:00:00,51.79,51.79,51.79,51.79,,"18.786,7","17.717,8",,,"5.050,9","4.119,8",,,"23.837,6","21.837,6",
2018-07-11 04:00:00,51.66,51.66,51.66,51.66,,"18.437,2","17.521,2",,,"5.074,0","3.990,0",,,"23.511,2","21.511,2",
2018-07-11 05:00:00,51.91,51.91,51.91,51.91,,"18.756,0","17.344,3",,,"4.773,5","4.185,2",,,"23.529,5","21.529,5",
2018-07-11 06:00:00,56.83,56.83,56.83,56.83,,"19.926,1","17.813,8",,,"4.610,7","4.773,0",,,"24.536,8","22.586,8",
2018-07-11 07:00:00,61.14,61.14,61.14,61.14,,"22.141,8","18.552,1",,,"4.685,8","5.525,5",,,"26.827,6","24.077,6",
2018-07-11 08:00:00,63.17,63.17,63.17,63.17,,"23.921,0","19.593,5",,,"5.206,5","6.734,0",,,"29.127,5","26.327,5",
2018-07-11 09:00:00,63.91,63.91,63.91,63.91,,"25.561,5","21.310,4",,,"5.948,1","7.399,2",,,"31.509,6","28.709,6",
2018-07-11 10:00:00,63.8,63.8,63.8,63.8,,"25.947,5","22.219,4",,,"6.386,2","7.314,3",,,"32.333,7","29.533,7",
2018-07-11 11:00:00,64.03,64.03,64.03,64.03,,"26.771,3","22.803,1",,,"6.517,2","7.635,4",,,"33.288,5","30.438,5",
2018-07-11 12:00:00,65.5,65.5,65.5,65.5,,"27.812,7","23.311,3",,,"6.663,0","8.314,4",,,"34.475,7","31.625,7",
2018-07-11 13:00:00,65.73,65.73,65.73,65.73,,"28.391,4","23.607,4",,,"6.541,2","8.475,2",,,"34.932,6","32.082,6",
2018-07-11 14:00:00,65.01,65.01,65.01,65.01,,"28.324,3","23.835,9",,,"6.548,9","8.187,3",,,"34.873,2","32.023,2",
2018-07-11 15:00:00,64.02,64.02,64.02,64.02,,"27.926,3","24.148,1",,,"6.768,4","7.696,6",,,"34.694,7","31.844,7",
2018-07-11 16:00:00,63.67,63.67,63.67,63.67,,"27.861,7","24.260,1",,,"6.780,1","7.531,7",,,"34.641,8","31.791,8",
2018-07-11 17:00:00,63.01,63.01,63.01,63.01,,"27.637,6","24.176,9",,,"6.759,7","7.370,4",,,"34.397,3","31.547,3",
2018-07-11 18:00:00,62.46,62.46,62.46,62.46,,"27.039,3","23.578,5",,,"6.584,5","7.195,3",,,"33.623,8","30.773,8",
2018-07-11 19:00:00,61.9,61.9,61.9,61.9,,"26.440,7","22.894,8",,,"6.388,2","7.084,1",,,"32.828,9","29.978,9",
2018-07-11 20:00:00,62.49,62.49,62.49,62.49,,"25.898,1","22.127,3",,,"6.408,4","7.329,2",,,"32.306,5","29.456,5",
2018-07-11 21:00:00,63.49,63.49,63.49,63.49,,"25.634,3","21.593,8",,,"6.348,9","7.539,4",,,"31.983,2","29.133,2",
2018-07-11 22:00:00,63.49,63.49,63.49,63.49,,"25.227,7","21.174,6",,,"6.443,5","7.596,6",,,"31.671,2","28.771,2",
2018-07-11 23:00:00,61.89,61.89,61.89,61.89,,"23.293,1","20.188,8",,,"6.129,8","7.034,1",,,"29.422,9","27.222,9",
2018-07-12 00:00:00,62.0,62.0,62.0,62.0,,"21.759,0","18.845,9",,,"5.706,2","6.419,3",,,"27.465,2","25.265,2",
2018-07-12 01:00:00,61.14,61.14,61.14,61.14,,"19.931,8","17.606,0",,,"5.367,4","5.543,2",,,"25.299,2","23.149,2",
2018-07-12 02:00:00,58.0,58.0,58.0,58.0,,"19.008,5","16.712,2",,,"5.075,7","5.222,0",,,"24.084,2","21.934,2",
2018-07-12 03:00:00,57.0,57.0,57.0,57.0,,"18.383,4","15.960,7",,,"4.918,0","5.190,7",,,"23.301,4","21.151,4",
2018-07-12 04:00:00,56.95,56.95,56.95,56.95,,"18.014,2","15.536,2",,,"4.819,2","5.147,2",,,"22.833,4","20.683,4",
2018-07-12 05:00:00,57.93,57.93,57.93,57.93,,"18.232,8","15.678,9",,,"4.753,8","5.157,7",,,"22.986,6","20.836,6",
2018-07-12 06:00:00,61.5,61.5,61.5,61.5,,"19.344,6","16.534,7",,,"4.658,6","5.368,5",,,"24.003,2","21.903,2",
2018-07-12 07:00:00,63.17,63.17,63.17,63.17,,"21.898,7","17.327,3",,,"4.730,5","6.451,9",,,"26.629,2","23.779,2",
2018-07-12 08:00:00,65.02,65.02,65.02,65.02,,"23.773,5","18.373,6",,,"5.226,2","7.726,1",,,"28.999,7","26.099,7",
2018-07-12 09:00:00,65.75,66.86,65.75,66.86,,"25.233,0","19.783,0",,,"5.920,6","8.470,6",,,"31.153,6","28.253,6",
2018-07-12 10:00:00,66.51,66.51,66.51,66.51,,"26.299,3","21.028,7",,,"6.369,1","8.739,7",,,"32.668,4","29.768,4",
2018-07-12 11:00:00,66.69,66.69,66.69,66.69,,"26.853,4","21.627,0",,,"6.524,0","8.900,4",,,"33.377,4","30.527,4",
2018-07-12 12:00:00,68.0,68.0,68.0,68.0,,"27.519,5","22.205,3",,,"6.684,3","9.148,5",,,"34.203,8","31.353,8",
2018-07-12 13:00:00,68.05,68.3,68.05,68.3,,"27.891,6","22.491,6",,,"6.550,4","9.100,4",,,"34.442,0","31.592,0",
2018-07-12 14:00:00,67.94,67.94,67.94,67.94,,"27.797,4","22.584,0",,,"6.553,9","8.917,3",,,"34.351,3","31.501,3",
2018-07-12 15:00:00,66.85,66.85,66.85,66.85,,"27.327,9","22.501,2",,,"6.727,9","8.704,6",,,"34.055,8","31.205,8",
2018-07-12 16:00:00,66.67,66.67,66.67,66.67,,"27.423,1","22.698,6",,,"6.748,6","8.623,1",,,"34.171,7","31.321,7",
2018-07-12 17:00:00,66.09,66.09,66.09,66.09,,"27.419,8","22.773,7",,,"6.744,1","8.540,2",,,"34.163,9","31.313,9",
2018-07-12 18:00:00,65.01,65.01,65.01,65.01,,"26.742,6","22.435,1",,,"6.512,0","7.969,5",,,"33.254,6","30.404,6",
2018-07-12 19:00:00,64.35,64.35,64.35,64.35,,"26.178,4","22.071,1",,,"6.332,2","7.589,5",,,"32.510,6","29.660,6",
2018-07-12 20:00:00,64.67,64.67,64.67,64.67,,"25.748,2","21.749,0",,,"6.367,7","7.516,9",,,"32.115,9","29.265,9",
2018-07-12 21:00:00,65.01,65.01,65.01,65.01,,"25.524,3","21.189,1",,,"6.258,8","7.744,0",,,"31.783,1","28.933,1",
2018-07-12 22:00:00,64.67,64.67,64.67,64.67,,"25.061,2","21.086,4",,,"6.376,8","7.451,6",,,"31.438,0","28.538,0",
2018-07-12 23:00:00,62.64,62.64,62.64,62.64,,"23.231,2","20.295,1",,,"6.072,1","6.708,2",,,"29.303,3","27.003,3",
2018-07-13 00:00:00,61.86,61.86,61.86,61.86,,"21.374,5","18.901,2",,,"5.737,3","5.910,6",,,"27.111,8","24.811,8",
2018-07-13 01:00:00,60.26,60.26,60.26,60.26,,"19.865,2","17.926,0",,,"5.352,0","5.141,2",,,"25.217,2","23.067,2",
2018-07-13 02:00:00,57.93,57.93,57.93,57.93,,"18.754,6","16.877,7",,,"5.062,2","4.789,1",,,"23.816,8","21.666,8",
2018-07-13 03:00:00,56.21,56.21,56.21,56.21,,"18.006,1","16.026,1",,,"4.842,2","4.672,2",,,"22.848,3","20.698,3",
2018-07-13 04:00:00,56.01,56.01,56.01,56.01,,"17.681,4","15.618,7",,,"4.750,1","4.662,8",,,"22.431,5","20.281,5",
2018-07-13 05:00:00,57.93,57.93,57.93,57.93,,"17.817,1","15.559,1",,,"4.726,9","4.834,9",,,"22.544,0","20.394,0",
2018-07-13 06:00:00,61.54,61.54,61.54,61.54,,"19.191,1","16.677,5",,,"4.699,8","5.113,4",,,"23.890,9","21.790,9",
2018-07-13 07:00:00,63.01,63.01,63.01,63.01,,"21.352,1","17.209,4",,,"4.790,5","6.083,2",,,"26.142,6","23.292,6",
2018-07-13 08:00:00,65.0,65.0,65.0,65.0,,"23.187,7","18.238,2",,,"5.294,7","7.344,2",,,"28.482,4","25.582,4",
2018-07-13 09:00:00,66.09,66.09,66.09,66.09,,"24.881,1","19.898,7",,,"6.085,5","8.167,9",,,"30.966,6","28.066,6",
2018-07-13 10:00:00,65.89,65.89,65.89,65.89,,"25.544,3","21.002,5",,,"6.479,4","8.121,2",,,"32.023,7","29.123,7",
2018-07-13 11:00:00,66.0,66.0,66.0,66.0,,"26.339,8","21.837,6",,,"6.586,7","8.238,9",,,"32.926,5","30.076,5",
2018-07-13 12:00:00,66.69,66.69,66.69,66.69,,"27.022,3","22.375,3",,,"6.717,6","8.514,6",,,"33.739,9","30.889,9",
2018-07-13 13:00:00,66.69,66.69,66.69,66.69,,"27.575,2","22.750,3",,,"6.577,9","8.552,8",,,"34.153,1","31.303,1",
2018-07-13 14:00:00,65.17,65.17,65.17,65.17,,"27.335,8","23.130,1",,,"6.535,9","7.891,6",,,"33.871,7","31.021,7",
2018-07-13 15:00:00,65.02,65.02,65.02,65.02,,"26.776,0","22.987,9",,,"6.791,0","7.729,1",,,"33.567,0","30.717,0",
2018-07-13 16:00:00,64.94,64.94,64.94,64.94,,"26.426,8","22.798,8",,,"6.850,9","7.628,9",,,"33.277,7","30.427,7",
2018-07-13 17:00:00,64.94,64.94,64.94,64.94,,"26.461,8","22.701,1",,,"6.743,8","7.654,5",,,"33.205,6","30.355,6",
2018-07-13 18:00:00,63.99,63.99,63.99,63.99,,"25.907,1","22.263,2",,,"6.456,3","7.250,2",,,"32.363,4","29.513,4",
2018-07-13 19:00:00,63.8,63.8,63.8,63.8,,"25.342,1","21.896,0",,,"6.322,1","6.918,2",,,"31.664,2","28.814,2",
2018-07-13 20:00:00,64.5,64.5,64.5,64.5,,"24.603,9","21.036,6",,,"6.336,1","7.053,4",,,"30.940,0","28.090,0",
2018-07-13 21:00:00,65.22,65.22,65.22,65.22,,"24.256,1","20.112,5",,,"6.235,0","7.528,6",,,"30.491,1","27.641,1",
2018-07-13 22:00:00,65.17,65.17,65.17,65.17,,"23.548,8","19.586,4",,,"6.317,3","7.379,7",,,"29.866,1","26.966,1",
2018-07-13 23:00:00,63.91,63.91,63.91,63.91,,"21.841,3","18.874,6",,,"6.070,6","6.737,3",,,"27.911,9","25.611,9",
2018-07-14 00:00:00,64.39,64.39,64.39,64.39,,"21.439,7","18.144,1",,,"5.674,1","6.669,7",,,"27.113,8","24.813,8",
2018-07-14 01:00:00,63.43,63.43,63.43,63.43,,"19.789,2","17.327,9",,,"5.233,8","5.395,1",,,"25.023,0","22.723,0",
2018-07-14 02:00:00,62.86,62.86,62.86,62.86,,"18.677,6","16.575,4",,,"4.939,8","4.742,0",,,"23.617,4","21.317,4",
2018-07-14 03:00:00,62.24,62.24,62.24,62.24,,"17.786,2","15.858,6",,,"4.763,4","4.391,0",,,"22.549,6","20.249,6",
2018-07-14 04:00:00,62.14,62.14,62.14,62.14,,"17.160,1","15.150,6",,,"4.643,0","4.352,5",,,"21.803,1","19.503,1",
2018-07-14 05:00:00,62.0,62.0,62.0,62.0,,"16.777,4","14.735,8",,,"4.590,6","4.332,2",,,"21.368,0","19.068,0",
